Prefixes transited per AS (Global)
----------------------------------

  ASN   No of nets  Description
52941        3      SPACE NETWORK INFORMÁTICA LTDA, BR
53055        3      HostDime.com.br Data Center, BR
53066        3      Vetorialnet Inf e Serv de Internet EIRE
53080        3      Rede Telecom, BR
53189        3      Toque Telecom Ltda, BR
53209        3      Mantiqueira Tecnologia Ltda., BR
53225        3      IPGLOBE DATACENTER, BR
53238        3      Chapeco Tecnologia em Telecomunicações 
53587        3      AZT - CLOUDDDOS TECHNOLOGY CO.,LIMITED,
53907        3      QTS-RIC1 - QUALITY INVESTMENT PROPERTIE
53999        3      AS-PRIORITYCOLO2 - Priority Colo Inc, C
54182        3      AXIA-CONNECT - Axia Connect Limited, CA
54473        3      DUKENET-COMMUNICATIONS - Dukenet Commun
54578        3      FIBERCOMM - FiberComm LC, US
54646        3      HARDYNET - Hardy Telecommunications, US
55236        3      CBC - CBC, US
55441        3      TATA-DOCOMO-AS-AP D 26/2 TTC INDUSTRIAL
55532        3      SQUIZ-AS-AP Squiz Pty Ltd, AU
55653        3      SKYLINE-AS-ID Skyline Semesta, PT, ID
55772        3      IE3-AU IE3 Communications, AU
56111        3      AGARTO-MY Agarto Sdn Bhd, MY
56172        3      AGORACOMMS Agora Communications Pte Ltd
56475        3      DATA-COM-AS , PL
57181        3      ASRTK , RU
57214        3      VIDIKON , RU
57354        3      SYSTEMA-AS , RU
57516        3      MITSLV-AS , LV
57864        3      MEGABIT , UA
57902        3      METROOPTIC , FR
58299        3      OPENFACTORY-AS , CH
58460        3      DIGICELPNG-AS-AP Digicel (PNG) Ltd, PG
58482        3      PALAPAMEDIA-AS-ID PT. Palapa Media Indo
58514        3      SUPERNET-AS-ID PT. Supernet Advance Tek
58699        3      GREENLAND-BD Greenland IIG Bangladesh, 
59325        3      IXS-AS-AP IXSFORALL, INC., PH
59431        3      RAV-NET-01 , IR
59515        3      INTER-COM-AS , RU
59542        3      KPN-ACCEPTANCE-NETWORK , NL
60018        3      MAXIA , PL
60158        3      PL-PPNT-DC-AS , PL
60280        3      NTEC , BY
60294        3      DE-DGW Deutsche Glasfaser Wholesale Int
60558        3      SECUREDSERVERS-EU , EU
60720        3      DICOMM-AS , RU
60983        3      LIOPEN-AS , FR
61297        3      DATACENTER-UA , UA
61637        3      RADIOBRAS TELECOM LTDA ME, BR
61665        3      ROMICROS BRASIL LTDA, BR
61683        3      Migtel Telecomunicacoes ltda, BR
61762        3      CONECTABR SISTEMAS DE COMUNICAÇÕES LTDA
61782        3      WNNet Telecom, BR
61799        3      Antonio Nogueira de Oliveira ME, BR
61884        3      NORTE TELECOMUNICAÇÕES MULTIMIDIA LTDA,
61887        3      Inet Rio LTDA - ME, BR
61929        3      RODRIGUES E NECKEL LTDA - ME, BR
62212        3      DATACENTRED Transit Network, GB
62300        3      -Reserved AS-, ZZ
62523        3      CIRBN-LLC - CIRBN, LLC, US
63010        3      CITY-OF-LAGRANGE-GEORGA - City of LaGra
63252        3      NEXTFORT - NextFort Ventures Chandler, 
63859        3      MYREPUBLIC-AS-ID PT. Eka Mas Republik, 
63911        3      HOSTVIRTUAL-AS-AP Host Virtual Inc, HK
63952        3      BITS-BD Brac IT Services Ltd., BD
63996        3      MNL-AS-AP Neamul Haque Khan t/a Mazeda 
    1        2      LVLT-1 - Level 3 Communications, Inc., 
  166        2      IDA-AS - Institute for Defense Analyses
  194        2      NCAR-AS - University Corporation for At
  706        2      TEST-AUSTIN-IBM-AS - Advanced Workstati
  781        2      FR-RENATER-LOTHAIRE Reseaux Regionaux S
 1215        2      ORACLE-NA-AS - Oracle Corporation, US
 1408        2      CCB-AS - CCBill, US
 1452        2      DNIC-ASBLK-01451-01456 - Headquarters, 
 1467        2      DNIC-ASBLK-01467-01468 - Headquarters, 
 1789        2      SPRINTLINK1 - Sprint Government Systems
 1828        2      UNITAS - Unitas Global LLC, US
 1970        2      TAMUS-NET - Texas A&M University, US
 1998        2      STATE-OF-MN - State of Minnesota, US
 2108        2      CARNET-AS J.Marohnica 5, 10000 Zagreb, 
 2134        2      GSVNET-AS GS Virtual Network Produban, 
 2602        2      RESTENA Reseau Teleinformatique de l'Ed
 2653        2      CDAGOVN - Shared Services Canada, CA
 2707        2      FIRSTCOMM-AS1 - First Communications LL
 2730        2      WINKY-AS - WINKY NETWORKS LLC, US
 2939        2      SCAROLINA-AS - State of South Carolina,
 3194        2      SATGATE-IRAQ , IQ
 3238        2      ALCOM , FI
 3254        2      LUCKYNET Lucky Net Ltd, UA
 3312        2      ELEKTRA-AS Elektra network, RU
 3397        2      DAVINCI - Davinci Broadband Inc., CA
 3595        2      GNAXNET-AS - Global Net Access, LLC, US
 4193        2      WA-STATE-GOV - Department of Informatio
 4323        2      TWTC - tw telecom holdings, inc., US
 4581        2      SOCKET - Socket Internet Services Corpo
 4608        2      APNIC-SERVICES Asia Pacific Network Inf
 4617        2      BRUIX BruNet Internet Exchange, BN
 4675        2      U-NETSURF UNIADEX, LTD., JP
 4776        2      ANET-TH-AP A-Net Co., Ltd., TH
 4779        2      PHOPENIX-AS-PH Philippine Open Internet
 4818        2      DIGIIX-AP DiGi Telecommunications Sdn. 
 4835        2      CHINANET-IDC-SN China Telecom (Group), 
 5009        2      EATEL - EATEL, US
 5071        2      WESTEL-1 - WesTel Telecommunications, C
 5385        2      RUSSMEDIA-IT , AT
 5386        2      COSMOS-SN-AS SpaceNet, RU
 5387        2      NSC , RU
 5480        2      R61NET Network of educational, scientif
 5521        2      MCS-CITYLINE , DE
 5552        2      DIALNET-UK , GB
 5605        2      NETUSE , DE
 5668        2      CENTURYLINK-VARIOUS-ISLANDS - CenturyTe
 5691        2      MITRE-AS-5 - The MITRE Corporation, US
 5696        2      EXPRES - Express Scripts Incorporated, 
 5723        2      JHU - Johns Hopkins University, US
 6140        2      TWO-P - Two P, US
 6147        2      Telefonica del Peru S.A.A., PE
 6597        2      COLOBLOX-NET1 - Coloblox Data Centers I
 6659        2      NEXINTO-DE , DE
 6662        2      RU-KTS-AS Internet Service Provider in 
 6682        2      GNC-ALFA --Arminco--, AM
 6714        2      ATOMNET Kolejowa 5/7, PL
 6734        2      ASN-SPIN , IT
 6812        2      DECHO-SNOA-EMEA , IE
 6893        2      SAITIS-NETWORK , CH
 6966        2      USDOS - U.S. Department of State, US
 7012        2      PHYBER - Creative Thought, Inc., US
 7298        2      TNext S.A., BR
 7377        2      UCSD - University of California, San Di
 7496        2      WEBCENTRAL-AS WebCentral, AU
 7500        2      M-ROOT-DNS WIDE Project, JP
 7521        2      MFEED INTERNET MULTIFEED CO., JP
 7527        2      JPIX Japan Internet Exchange Co., Ltd.,
 7664        2      HARENET Sanyo Computer Corp.Inc, JP
 7717        2      OPENIXP-AS-ID-AP OpenIXP ASN, ID
 7788        2      MAGMA-COMM - Magma Communications Ltd.,
 7911        2      LVLT-7911 - Level 3 Communications, Inc
 8149        2      ABACUS-GROUP2 - Abacus Group LLC, US
 8192        2      TMAS Odessa, Ukraine, UA
 8201        2      EVONET , BE
 8236        2      DNA-CE , FI
 8241        2      RELLINE-AS , RU
 8258        2      VISTI-NET-AS Kyiv, Ukraine, UA
 8261        2      ARCHWAY-SAT Italy, IT
 8283        2      COLOCLUE-AS Netwerkvereniging Coloclue,
 8285        2      , LV
 8345        2      DSIJSC-AS DSI Autonomous system, RU
 8373        2      DEUBA-NET Germany, DE
 8391        2      KNIPP-AS Martin-Schmeisser-Weg 9, DE
 8445        2      SALZBURG-AG-AS , AT
 8457        2      Hillingdon House, GB
 8530        2      EXCELL , GB
 8534        2      INFOSKY-AS , RS
 8553        2      AVENSYS 180 Attercliffe Road, GB
 8585        2      INTERNET-CG , ME
 8774        2      ETYPE , RU
 8798        2      PAGI-AS , PL
 8879        2      DTS-SYSTEME DTS Systeme GmbH, DE
 8950        2      LOGICALISUK , GB
 9080        2      GIN Czech Republic, EU, CZ
 9136        2      WOBCOM , DE
 9182        2      COMSPACEAS , DE
 9245        2      COMPASS-NZ-AP COMPASS, NZ
 9269        2      HKBN-AS-AP Hong Kong Broadband Network 
 9371        2      SAKURA-C SAKURA Internet Inc., JP
 9601        2      SHIBATA Niigata Communication Service, 
 9652        2      ECN-AS-AP ECN Internet, AU
 9680        2      HINETUSA HiNet Service Center in U.S.A,
 9814        2      FIBRLINK Beijing FibrLINK Networks Co.,
 9834        2      TRADEME-AS-NZ Trade Me Limited, NZ
10229        2      YAHOO-TW1 Internet Content Provider, TW
10302        2      NEGIA-NET - SNAPPYDSL.NET, US
10708        2      SELECTNET-AS - SelectNet Internet Servi
10778        2      MCL Internet, CL
10954        2      SERVICO FEDERAL DE PROCESSAMENTO DE DAD
11100        2      DATAPOINTINC - DataPoint, US
11195        2      COHO-ASN - Whiz to Coho, Inc., US
11343        2      -Reserved AS-, ZZ
11359        2      RMCNEVADA - American Fiber Systems, Inc
11402        2      CCCAS-1 - Charlotte Colocation Center, 
11691        2      EVOCATIVE - Evocative, Inc., US
11708        2      LINKCITY - City of North Kansas City, M
11767        2      QTS-MIAMI-1 - Quality Technology Servic
11956        2      NOAA-NWN - NOAA / PMEL, US
12127        2      Telefonica Moviles El Salvador S.A. de 
12316        2      FITSNET FITS Internet Backbone, DE
12327        2      IDEAR4BUSINESS-INTERNATIONAL-LTD , EU
12360        2      KTK KEVAG Telekom GmbH, DE
12380        2      LENSVYAZ Address:, RU
12392        2      ASBRUTELE VOO, BE
12466        2      BICOS , DE
12494        2      ASN-POSTLTD , RU
12566        2      SFR-BUSINESS-TEAM SFR Business Team, FR
12642        2      INET-AS 43-190 Miko??w, ul. ?wirki i Wi
12657        2      BAYCIX Schillerstr. 2, DE
12685        2      SIBITEX , RU
12946        2      TELECABLE Spain, ES
13032        2      AS13032 , UA
13174        2      MTSNET Moscow, Russia, RU
13247        2      ERDENREICH Downstreams, DE
13259        2      DELTA-TELESYSTEMS-AS , RU
13289        2      ASIWELT , DE
13382        2      BSG-ORD - Business Solutions Group, LLC
13592        2      ASN1 - Sidera Networks LLC, US
13644        2      TMO-METRO - T-Mobile USA, Inc., US
13694        2      XECUNET - Xecunet, LLC., US
13802        2      LOGIC-BERMUDA-NORTHROCK - North Rock Co
13819        2      FWIN-NET - INDIGITAL TELECOM, US
13871        2      TELEBYTE-NW - Telebyte NW, US
14116        2      INFB-AS - InternetNamesForBusiness.com,
14280        2      NETNATION - NetNation Communications In
14333        2      ON-RAMP-INDIANA - On-Ramp Indiana, Inc.
14380        2      OPUS-INTERACTIVE - Opus Interactive, US
14615        2      ROCK-HILL-TELEPHONE - Comporium, Inc, U
14747        2      LEE-COUNTY-CC - Lee County Clerk of Cou
14864        2      GREENWICH - RBS Securities, Inc. , US
14910        2      CENTURYLINK-LEGACY-EMBARQ-PLYMOUTH - Em
15211        2      SQUARE - Square, Inc., US
15311        2      Telefonica Empresas, CL
15320        2      PRIMELINK - PRIMELINK INC, US
15344        2      KARIB-CABLE-KELCOM-INTERNATIONAL - Kari
15366        2      DNSNET German Internet Service Provider
15397        2      TELENORMONTENEGRO , ME
15421        2      Internap European Autonomous System, GB
15439        2      , GR
15450        2      Tlfo: +34 917 872 300, ES
15454        2      ARBUZ-AS , RU
15474        2      RHNET SURIS/RHnet, IS
15617        2      WIND-HELLAS , GR
15696        2      ARIAN-AS , IR
15703        2      TRUESERVER-AS TrueServer BV AS number, 
15721        2      CTCO Riga, Latvia, UA
15736        2      ARNA-AS Kazakhstan, KZ
15857        2      DIALOG-AS , PL
15932        2      TGS-INT-NETWORK OSLO, NORWAY, NO
15945        2      PFALZKOM-NET Koschatplatz 1, DE
16007        2      ASN-KANCOM KANCOM Fiber-Optic Network, 
16190        2      AS16190 Shte, AM
16202        2      PRIMACOM-AS Messeallee 2, DE
16256        2      RECOM-AS , RU
16276        2      OVH , FR
16326        2      SMALS-MVM , BE
16344        2      IS-BG-AS Bulgarian ISP, BG
16739        2      INVISIMAX-AS-GF - InvisiMax Inc., US
16906        2      El Salvador Network, S. A., SV
16923        2      NEW-WAVE - New Wave Communications, US
16928        2      UTCNET - United Technologies Corp, US
16949        2      EDAP - Edaptivity.com Inc, CA
16959        2      SBIS-AMRLTX - AT&T Internet Services, U
17183        2      RAPIDVPS-COM - Infinitum Technologies I
17216        2      DC74-AS - DC74 LLC, US
17306        2      RISE-BROADBAND - JAB Wireless, INC., US
17670        2      INFOKOM-AS PT.Infokom Elektrindo, ID
17716        2      NTU-TW National Taiwan University, TW
17766        2      DATAFX-AS-AP Data FX Online Pty. Ltd., 
17813        2      MTNL-AP Mahanagar Telephone Nigam Ltd.,
17882        2      ASN-MCS-AP # AS-MCS-AP CONVERTED TO ASN
17939        2      MCN-NET01 miyazaki cabletelevision netw
18033        2      CMBTGD-AS-KR CMB TAEGU DONGBU BROADCAST
18127        2      IBARAKI Ibaraki Prefectural Government,
18196        2      SEVENSTAR-AS Seven Star Internet Servic
18371        2      NCABLE-AP Neighbourhood Cable, AU
18379        2      CSMNAP-AS-AP CSMNAP-ASN, ID
18632        2      VOLCANO-NET - Volcano Internet provider
19082        2      EVERESTBROADBAND - EVEREST BROADBAND NE
19227        2      VALNET - Terra World, Inc., US
19381        2      SIMPLY-BITS-LLC - Simply Bits, LLC, US
19397        2      ACN-DIGITAL-PHONE - ACN, US
19578        2      TRUENET-INC - Truenet, Inc., US
19592        2      3CI-BOS - 3Cinteractive, US
19604        2      IBM-RALEIGH-CL - IBM, US
19812        2      RADIANZ-NUTLEY - RADIANZ Americas, Inc.
20278        2      NEXEON - Nexeon Technologies, Inc., US
20294        2      MTN-UG, UG
20328        2      COMSPAN-BANDON - Comspan Bandon Network
20401        2      HOSTWAY-1 - Hostway Corporation, US
20504        2      RTL-AS Hilversum, NL
20539        2      TCRS-AS Sumy, Ukraine, UA
20598        2      CYBERSPACE-AS Autonomous System number 
20645        2      PUREPEAK-ASN , IL
20730        2      BAYKAL-INCANET-AS , RU
20783        2      POP , DE
20810        2      NETCOM-KASSEL , DE
20912        2      ASN-PANSERVICE , IT
20919        2      IBS Moscow, RU
20934        2      ABCINTERNET Slavutich, Ukraine, UA
20942        2      ISGS-ASN2 , IT
20959        2      TELECOM-ITALIA-DATA-COM , IT
21131        2      SACURA-AS , UA
21229        2      DRAVANET-AS , HU
21320        2      GEANT_IAS_VRF , EU
21332        2      NTC-AS , RU
21412        2      CGATES-AS , LT
21430        2      WIA-AS , CZ
21487        2      SAKHATELECOM-AS , RU
21570        2      ACI-1 - Accelerated Connections Inc., C
21599        2      Cable Onda, PA
21627        2      CSTC-AS-2010 - CORNERSTONE TELEPHONE CO
21981        2      GOEASTON - Easton Utilities Commission,
22062        2      GEOSTAR - GeoStar, LLC., US
22394        2      CELLCO - Cellco Partnership DBA Verizon
22500        2      MAW-INTF-WORLD - MAW COMMUNICATIONS, US
22534        2      CS-TECH-INC - CS Technologies, US
22646        2      HARCOM1 - Hargray Communications Group,
22702        2      X5SOLUTIONS - X5 Solutions, Inc., US
23372        2      -Reserved AS-, ZZ
23620        2      DOOGA DooGA Co., Ltd., JP
23641        2      NSCS-NET NS Computer Service Corporatio
23682        2      PACENET-AS Broadband Pacenet Pvt. Ltd, 
23881        2      UDOMAIN-AS-AP UDomain Web Hosting Compa
23935        2      INTELLIGENT-IP-AP Intelligent IP Commun
24077        2      TMHK-TRANSIT-AS-HK-AP TMHK Global Trans
24095        2      VITRO-INTERNET-EXCHANGE ePLDT - Vitro I
24121        2      ASN-EQIX-OSAKA-AP Equinix Asia Pacific,
24133        2      CHINA-21VIANET 21vianet(China) Inc., CN
24287        2      TEIN2-JP National Institute of Informat
24319        2      AKAMAI-TYO-AP Akamai Technologies Tokyo
24400        2      CMNET-V4SHANGHAI-AS-AP Shanghai Mobile 
24506        2      YAHOO-TP2 YAHOO! TAIWAN, TW
24554        2      FIVE-NET-AS-IN Fivenetwork Solution Ind
24588        2      NETPROVODOV-AS , RU
24592        2      NEXICA-AS , ES
24602        2      RADIONET-T-AS , RU
24645        2      ITI , LT
24691        2      TOGOTEL-AS TogoTelecom, Togo, TG
24699        2      IVTELECOM-AS , RU
24700        2      PARITETWEB-AS , VG
24812        2      ASHOMENET , UA
24872        2      MAGNUS-AS , UA
24904        2      KWAOO K-NET SARL, FR
24931        2      DEDIPOWER , GB
25084        2      CZESTMAN-COM-AS Non-academic AS dedicat
25128        2      HOSTWAY-EU-AS , DE
25133        2      MCLAUT-AS =========== SELF ============
25139        2      TVCABO-AS , MZ
25146        2      CYPOINT-AS Cypoint IT Services AB Auton
25148        2      BASEFARM-ASN Oslo - Norway, NO
25152        2      K-ROOT-SERVER Reseaux IP Europeens Netw
25163        2      NG-NIGERIA-AS, NG
25192        2      CZNIC-AS , CZ
25259        2      MDCLOUD-ES , ES
25460        2      TNP-AS , GB
25467        2      AKTON-AS Akton Autonomous System, SI
25668        2      CIPHERKEY - Cipherkey Exchange Corp., C
25694        2      ATOMIC - Atomic Data LLC, US
25700        2      25700 - SWIFT VENTURES Inc, US
