"bizID","bizCat","bizCatSub","bizName","bizAddr","bizCity","bizState","bizZip","bizPhone","bizFax","bizEmail","bizURL","locAreaCode","locFIPS","locTimeZone","locDST","locLat","locLong","locMSA","locPMSA","locCounty"
603,"Gambling & Casinos","Casinos","Majestic Star Casino","Buffington Stantion","Gary","IN","46401","(219)977-7777","","","www.majesticstar.co","219","18089","CST","Y","41.4575","-87.2871","","2960","Lake"
604,"Gambling & Casinos","Casinos","Majestic Star Casino","Buffington Stantion","Merrillville","IN","46411","(219)977-7777","","","www.majesticstar.co","219","18089","CST","Y","41.4721","-87.3787","","2960","Lake"
605,"Gambling & Casinos","Casinos","Majesty Casino","12789 Kingfish Dr","Saint Petersburg","FL","33706","(727)363-6161","","","","727","12103","EST","Y","27.7254","-82.7422","8280","","Pinellas"
606,"Gambling & Casinos","Casinos","Majesty Casino","361 Woodcleft Avenue","Freeport","NY","11520","(516)377-7400","","","www.majestycasinocruises.ne","516","36059","EST","Y","40.6517","-73.5837","","5380","Nassau"
607,"Gambling & Casinos","Casinos","Mambo Gaming Co","698 North Division Street","Peekskill","NY","10566","(914)788-0002","","","","914","36119","EST","Y","41.2841","-73.9177","","5600","Westchester"
608,"Gambling & Casinos","Casinos","Mardi GRAS Casino","3219 Harrison Avenue","Butte","MT","59701","(406)494-8342","","","","406","30093","MST","Y","45.9274","-112.5042","","","Silver Bow"
609,"Gambling & Casinos","Casinos","Mark Twain Casino","104 Pierce Street","La Grange","MO","63448","(573)655-4770","","","","573","29111","CST","Y","40.0408","-91.5533","","","Lewis"
610,"Gambling & Casinos","Casinos","Mark Twain Casino","111 South Main Street","La Grange","MO","63448","(573)655-0228","","","","573","29111","CST","Y","40.0408","-91.5533","","","Lewis"
611,"Gambling & Casinos","Casinos","Marriot Vacation Club Inc","8500 Costa Verde Drive","Myrtle Beach","SC","29577","(843)497-1442","","","","843","45051","EST","Y","33.6930","-78.9142","5330","","Horry"
612,"Gambling & Casinos","Casinos","Mcmenamy's Casino","1602 Mill Road","Grand Forks","ND","58203","(701)746-6547","","","","701","38035","CST","Y","47.9619","-97.0827","2985","","Grand Forks"
613,"Gambling & Casinos","Casinos","Meadows","7025 Clairton Road","West Mifflin","PA","15122","(412)650-9000","","","","412","42003","EST","Y","40.3582","-79.9065","6280","","Allegheny"
614,"Gambling & Casinos","Casinos","Merit Management Group Lp","7020 South County Line Road","Burr Ridge","IL","60527","(630)455-4600","","","","630","17043","CST","Y","41.7550","-87.9282","","1600","DuPage"
615,"Gambling & Casinos","Casinos","Mgm Grand Hotel & Casino","3799 Las Vegas Boulevard South","Las Vegas","NV","89109","(702)891-1111","","","","702","32003","PST","Y","36.1265","-115.1527","4120","","Clark"
616,"Gambling & Casinos","Casinos","Mgm Grande Casino Branch Ofc","550 Post Oak Boulevard","Houston","TX","77027","(713)552-1818","","","","713","48201","CST","Y","29.7375","-95.4467","","3360","Harris"
617,"Gambling & Casinos","Casinos","Midnight Rose Hotel & Casino","256 Bennett Drive","Cripple Creek","CO","80813","(719)689-0303","","","www.midnightrose.co","719","08119","MST","Y","38.7805","-105.1824","","","Teller"
618,"Gambling & Casinos","Casinos","Midnight Star - Casino","677 Main Street","Deadwood","SD","57732","(605)578-1555","","","","605","46081","MST","Y","44.2665","-103.6721","","","Lawrence"
619,"Gambling & Casinos","Casinos","Mikohn Gaming Corporation","328 North Highway 91","Hurricane","UT","84737","(435)656-8665","","","","435","49053","MST","Y","37.2274","-113.1391","","","Washington"
620,"Gambling & Casinos","Casinos","Mikohn Gaming Corporation","8524 193rd Street","Mokena","IL","60448","(815)464-4820","","","","708","17197","CST","Y","41.5339","-87.8850","","1600","Will"
621,"Gambling & Casinos","Casinos","Mille Lacs Band of Ojibwe - Corporate Operations- Grand Casino Mille ","700 Grand Avenue","Onamia","MN","56359","(320)532-7777","","","","320","27095","CST","Y","46.0333","-93.6810","","","Mille Lacs"
622,"Gambling & Casinos","Casinos","Million Dollar Elm Casino","301 Blackjack Drive","Sand Springs","OK","74063","(918)245-4912","","","","918","40143","CST","Y","36.1933","-96.1589","8560","","Tulsa"
623,"Gambling & Casinos","Casinos","Minnesota Indian Gaming Association","8925 Cove Drive Northeast","Bemidji","MN","56601","(218)751-0560","","","","218","27007","CST","Y","47.5271","-94.7611","","","Beltrami"
624,"Gambling & Casinos","Casinos","Minot Hockey Boosters - Gaming Sites- Arny's Lounge","12 3rd Street Southeast","Minot","ND","58701","(701)839-9375","","","","701","38101","CST","Y","48.1414","-101.3873","","","Ward"
625,"Gambling & Casinos","Casinos","Minot Hockey Boosters - Gaming Sites- Blind Duck","1524 South Broadway","Minot","ND","58701","(701)837-9810","","","","701","38101","CST","Y","48.1414","-101.3873","","","Ward"
626,"Gambling & Casinos","Casinos","Minot Junior Golf Association - Gaming Sites- Lucky Strike Lounge & Ca","1901 North Broadway","Minot","ND","58703","(701)838-7433","","","www.northdakotacasinos.co","701","38101","CST","Y","48.2481","-101.2982","","","Ward"
627,"Gambling & Casinos","Casinos","Minot Junior Golf Gaming Sites","7 Southeast 3rd Street Suite 102","Minot","ND","58701","(701)839-1337","(701)839-8321","","","701","38101","CST","Y","48.1414","-101.3873","","","Ward"
628,"Gambling & Casinos","Casinos","Mint Casino","1132 Victorian Avenue","Sparks","NV","89431","(775)359-4944","","","","775","32031","PST","Y","39.5386","-119.7498","6720","","Washoe"
629,"Gambling & Casinos","Casinos","Miss Mamie's Video Poker Casino","257 Austria Road","Duson","LA","70529","(337)873-3052","","","","337","22055","CST","Y","30.1888","-92.1725","3880","","Lafayette"
630,"Gambling & Casinos","Casinos","Mission Rose Quiltery","456 South Main Street","Syracuse","NY","13212","(315)452-3247","","","www.missionrosequiltery.co","315","36067","EST","Y","43.1273","-76.1307","8160","","Onondaga"
631,"Gambling & Casinos","Casinos","Mississippi Belle Ii","311 Riverview Drive","Clinton","IA","52732","(563)243-1162","","","","563","19045","CST","Y","41.8802","-90.2992","","","Clinton"
632,"Gambling & Casinos","Casinos","Mississippi Belle II Inc","311 Riverview Drive","Clinton","IA","52732","(563)241-4380","","","","563","19045","CST","Y","41.8802","-90.2992","","","Clinton"
633,"Gambling & Casinos","Casinos","Mississippi Belle II Riverboat Casino","311 Riverview Drive","Clinton","IA","52732","(563)243-9000","","","","563","19045","CST","Y","41.8802","-90.2992","","","Clinton"
634,"Gambling & Casinos","Casinos","Missouri Gaming Commission-Argosy Casino","777 Argosy Parkway","Kansas City","MO","64150","(816)587-4008","","","","816","29165","CST","Y","39.1690","-94.6319","3760","","Platte"
635,"Gambling & Casinos","Casinos","Mixed Music Entertainment","10218 Andover Dr","Twinsburg","OH","44087","(330)405-6698","","","www.mixedmusic.ne","330","39153","EST","Y","41.3169","-81.4404","","0080","Summit"
636,"Gambling & Casinos","Casinos","Moccasins Creek Casino","1711 4th Avenue Southeast","Aberdeen","SD","57401","(605)225-1123","","","","605","46013","CST","Y","45.4755","-98.5387","","","Brown"
637,"Gambling & Casinos","Casinos","Mohawk Bingo Palace Class Ii Casino","412 State Route 37","Hogansburg","NY","13655","(518)358-2246","","","www.mohawkpalace.co","518","36033","EST","Y","44.9835","-74.6107","","","Franklin"
638,"Gambling & Casinos","Casinos","Mohegan Sun At Pocono Downs","1280 Hwy 315","Wilkes Barre","PA","18702","(570)831-2100","","","www.poconodowns.co","570","42079","EST","Y","41.2223","-75.8144","7560","","Luzerne"
639,"Gambling & Casinos","Casinos","Mohegan Sun At Pocono Downs","Route 315","Wilkes-Barre","PA","18702","(570)825-6681","","","www.poconodowns.co","570","42079","EST","Y","41.2223","-75.8144","7560","","Luzerne"
640,"Gambling & Casinos","Casinos","Mole Lake Casino","3084 State Highway 55","Crandon","WI","54520","(715)478-5290","","info@northwoodstourism.com","www.molelake.co","715","55041","CST","Y","45.4952","-88.9042","","","Forest"
641,"Gambling & Casinos","Casinos","Montana Lil's Casino","207 Main Street","Anaconda","MT","59711","(406)563-5775","","","","406","30023","MST","Y","46.0302","-113.1436","","","Deer Lodge"
642,"Gambling & Casinos","Casinos","Montana Nugget Casino","2150 Grand Avenue","Billings","MT","59102","(406)652-5553","","","","406","30111","MST","Y","45.7752","-108.5800","0880","","Yellowstone"
643,"Gambling & Casinos","Casinos","Montego Bay Casino & Resort","101 Wendover Boulevard","Wendover","NV","89883","(775)664-2871","","","","775","32007","MST","Y","40.7438","-114.1348","","","Elko"
644,"Gambling & Casinos","Casinos","Motel 6","477255 Highway 95","Ponderay","ID","83852","(208)263-1883","","","www.motel6.co","208","16017","PST","Y","48.3056","-116.5325","","","Bonner"
645,"Gambling & Casinos","Casinos","Mother Lode Casino Restaurant & Lounge","809 Main","Thompson Falls","MT","59873","(406)827-9994","","","","406","30089","MST","Y","47.6853","-115.2473","","","Sanders"
646,"Gambling & Casinos","Casinos","Motorcity Casino","2901 Grand River Avenue","Detroit","MI","48201","(313)237-7711","","","www.motorcitycasino.co","313","26163","EST","Y","42.3465","-83.0598","","2160","Wayne"
647,"Gambling & Casinos","Casinos","Mr Blackjack Company","3110 West Valanna Court","Milwaukee","WI","53209","(414)351-5650","","","","414","55079","CST","Y","43.1312","-87.9475","","5080","Milwaukee"
648,"Gambling & Casinos","Casinos","Msu Beaver Boosters Gaming - Gaming Sites- Reflections Lounge","1505 North Broadway","Minot","ND","58703","(701)837-1684","","","","701","38101","CST","Y","48.2481","-101.2982","","","Ward"
649,"Gambling & Casinos","Casinos","Muddy Rivers Casino","710 1st Avenue North","Grand Forks","ND","58203","(701)780-2841","","","","701","38035","CST","Y","47.9619","-97.0827","2985","","Grand Forks"
650,"Gambling & Casinos","Casinos","Mullan Station - Casino","3420 Mullan Road","Missoula","MT","59808","(406)721-5844","","","","406","30063","MST","Y","46.8516","-114.0141","5140","","Missoula"
651,"Gambling & Casinos","Casinos","Munising Motel","332 East Onota Street","Munising","MI","49862","(906)387-2715","(906)387-4421","","www.munising.or","906","26003","EST","Y","46.4479","-86.4779","","","Alger"
652,"Gambling & Casinos","Casinos","Mystic Lake Casino Hotel","2354 Northwest Sioux Trail","Shakopee","MN","55372","(952)445-6000","","","www.mysticlake.co","952","27139","CST","Y","44.6768","-93.4069","5120","","Scott"
653,"Gambling & Casinos","Casinos","Mystic Lake Casino Hotel - Prior Lake MN","2400 Mystic Lake Boulevard","Prior Lake","MN","55372","(952)445-9000","","","www.mysticlake.co","952","27139","CST","Y","44.6768","-93.4069","5120","","Scott"
654,"Gambling & Casinos","Casinos","Narragansett Indian Casino Headquarters","1745 Main Street","West Warwick","RI","02893","(401)826-3700","","","","401","44003","EST","Y","41.7000","-71.5160","6480","","Kent"
655,"Gambling & Casinos","Casinos","New Phoenix Casinos","105 West 4th Lane Centre","Portland","OR","97201","(503)281-0932","","","","503","41051","PST","Y","45.4978","-122.6937","","6440","Multnomah"
656,"Gambling & Casinos","Casinos","New Sonny Casino","30333 Pacific Highway South","Federal Way","WA","98003","(253)945-0777","","","","253","53033","PST","Y","47.3073","-122.3138","","7600","King"
657,"Gambling & Casinos","Casinos","Nooksack Casino River Casino","5048 Mount Baker Highway","Deming","WA","98244","(360)592-5472","","","www.nooksackcasino.co","360","53073","PST","Y","48.8512","-121.9034","0860","","Whatcom"
658,"Gambling & Casinos","Casinos","North County Casino Dealer Training Center","427 South Coast Highway","Oceanside","CA","92054","(760)757-6777","","","","760","06073","PST","Y","33.2015","-117.3524","7320","","San Diego"
659,"Gambling & Casinos","Casinos","North County Dealer School","260 West Crest Street","Escondido","CA","92025","(760)432-9622","","","www.casinodealingschool.co","760","06073","PST","Y","33.0829","-117.0241","7320","","San Diego"
660,"Gambling & Casinos","Casinos","North Dakota Association for the Disabled Inc - Gaming Sites","2212 Valley Street","Minot","ND","58701","(701)839-2413","","","","701","38101","CST","Y","48.1414","-101.3873","","","Ward"
661,"Gambling & Casinos","Casinos","North Dakota Association for the Disabled Inc - Gaming Sites","2625 Burdick Expressway East","Minot","ND","58701","(701)839-0918","","","","701","38101","CST","Y","48.1414","-101.3873","","","Ward"
662,"Gambling & Casinos","Casinos","Northern Lights Casino & Hotel","Highway 371 And 200","Walker","MN","56484","(218)335-3190","","","www.northernlightscasino.co","218","27021","CST","Y","47.0507","-94.6083","","","Cass"
663,"Gambling & Casinos","Casinos","Northwest Gaming & Training Academy","24103 7th Pl W","Bothell","WA","98021","(425)487-2021","(425)487-2021","posoutcm@yahoo.com","","425","53061","PST","Y","47.7933","-122.2076","","7600","Snohomish"
664,"Gambling & Casinos","Casinos","Novelty Card Co.","230 E. Ontario Street #1902","Chicago","IL","60611","(312)213-4940","","jkruse@noveltycardco.com","www.noveltycardco.co","312","17031","CST","Y","41.8946","-87.6187","","1600","Cook"
665,"Gambling & Casinos","Casinos","Number 1 Casino","1006 14th Street Southeast","Watertown","SD","57201","(605)882-9770","","","","605","46029","CST","Y","44.9156","-97.1699","","","Codington"
666,"Gambling & Casinos","Casinos","O'sheas Casino","3555 Las Vegas Boulevard South","Las Vegas","NV","89109","(702)697-2711","","","","702","32003","PST","Y","36.1265","-115.1527","4120","","Clark"
667,"Gambling & Casinos","Casinos","Oasis Casino & Restaurant","2320 Amherst Avenue","Butte","MT","59701","(406)494-1272","","","","406","30093","MST","Y","45.9274","-112.5042","","","Silver Bow"
668,"Gambling & Casinos","Casinos","Ocean Jewel Casino & Entertainment","100 First Avenue South","Saint Petersburg","FL","33701","(727)287-1600","","pattym@oceanjewel.com","www.oceanjewel.co","727","12103","EST","Y","27.7710","-82.6368","8280","","Pinellas"
669,"Gambling & Casinos","Casinos","Ohiya Casino","52946 Highway 12","Niobrara","NE","68760","(402)857-3860","(402)857-3862","","","402","31107","CST","Y","42.7565","-97.8594","","","Knox"
670,"Gambling & Casinos","Casinos","Ojibwa Casino Resort","107 Bear Town Road","Baraga","MI","49908","(906)353-6333","","","","906","26013","EST","Y","46.8110","-88.5098","","","Baraga"
671,"Gambling & Casinos","Casinos","Old Camp Casino RV Park","2205 West Monroe Street","Burns","OR","97720","(541)573-7550","","","","541","41025","PST","Y","42.9191","-119.0646","","","Harney"
672,"Gambling & Casinos","Casinos","Old Town Tevern 72 Casino","109 Northwest 1st Avenue","Mandan","ND","58554","(701)667-1041","","","","701","38059","CST","Y","46.7289","-100.9833","1010","","Morton"
673,"Gambling & Casinos","Casinos","Oneida Bingo & Casino","2100 Airport Drive","Green Bay","WI","54313","(920)497-8118","","","www.oneidabingoandcasino.ne","920","55009","CST","Y","44.5933","-88.1103","3080","","Brown"
674,"Gambling & Casinos","Casinos","Oneida Casino","2522 West Mason Street","Green Bay","WI","54303","(920)494-4500","","","oneidabingoandcasino.ne","920","55009","CST","Y","44.5390","-88.0507","3080","","Brown"
675,"Gambling & Casinos","Casinos","Orleans The Hotel & Casino","4500 West Tropicana Avenue","Las Vegas","NV","89103","(702)365-7111","","","www.orleanscasino.co","702","32003","PST","Y","36.1127","-115.2095","4120","","Clark"
676,"Gambling & Casinos","Casinos","Ormsby House Hotel Casino","600 South Carson Street","Carson City","NV","89701","(775)882-1890","","","","775","32510","PST","Y","39.1386","-119.6595","","","Carson City"
677,"Gambling & Casinos","Casinos","Palace Bingo & Casino","16599 69th Avenue Northwest","Cass Lake","MN","56633","(218)335-7000","","","www.palacecasinohotel.co","218","27021","CST","Y","47.3012","-94.5426","","","Cass"
678,"Gambling & Casinos","Casinos","Palace Casino","318 Old Pacific Highway","La Center","WA","98629","(560)263-2988","","jtreadwell@nwcasinos.com","www.nwcasinos.co","360","53011","PST","Y","45.8836","-122.6200","","6440","Clark"
679,"Gambling & Casinos","Casinos","Palace Casino Resort","158 Howard Avenue","Biloxi","MS","39530","(228)432-8888","","","www.palacecasinoresort.co","228","28047","CST","Y","30.4030","-88.8982","0920","","Harrison"
680,"Gambling & Casinos","Casinos","Palace Casino Resort","158 Howard Avenue","Biloxi","MS","39530","(228)436-6463","","","","228","28047","CST","Y","30.4030","-88.8982","0920","","Harrison"
681,"Gambling & Casinos","Casinos","Palm Casinos Usa","366 N Broadway","Jericho","NY","11753","(516)942-4911","","","","516","36059","EST","Y","40.7898","-73.5402","","5380","Nassau"
682,"Gambling & Casinos","Casinos","Pam's 1","12 Perry Morris Square","Milton","WV","25541","(304)743-8284","","","","304","54011","EST","Y","38.4138","-82.1373","3400","","Cabell"
